title,composedby,key,timesig,bars,chordprog,key_tonic_pc,key_mode,key_estimada,key_score,num_tokens,funcional_prog
Ain't No Mountain High Enough,Nickolas Ashford and Valeri Simpson,F,4 4,24,"Dm/C | Dm/B | Dm/Bb Dm/A | Gm Gm Am Bb |
Dm/C | Dm/B | Dm/Bb Dm/A | Gm Am |
BbM7 Bb6 | Am7 Am7 Am7 Dm | BbM7 Bb6 | Am7 Am7 Am7 Dm |
BbM7 Bb6 | Am7 Am7 Am7 Dm | G | Bb |
BbM7 Bb6 | Am7 Am7 Am7 Dm | BbM7 Bb6 | Am7 Am7 Am7 Dm |
BbM7 Bb6 | Am7 Am7 Am7 Dm | G | Bb |",5,major,F,104.80000000000001,54,vi vi vi vi ii ii iii IV vi vi vi vi ii iii IV IV iii iii iii vi IV IV iii iii iii vi IV IV iii iii iii vi II IV IV IV iii iii iii vi IV IV iii iii iii vi IV IV iii iii iii vi II IV
Gravy Waltz,Ray Brown,C,3 4,32,"G6 | C7 | G6 G6 B7 | Em7 |
C#m7b5 C#m7b5 Cm7 | Bm7b5 Bm7b5 E7 | A7 A7 D7 | GM7 |
G6 | C7 | G6 G6 B7 | Em7 |
C#m7b5 C#m7b5 Cm7 | Bm7b5 Bm7b5 E7 | A7 A7 D7 | GM7 |
C7 | G6 | C7 | G6 |
C7 | G6 G6 Em7 | A7 G6/B A7/C# | D7 C7/E D7/F# |
G6 | C7 | G6 G6 B7 | Em7 |
C#m7b5 C#m7b5 Cm7 | Bm7b5 Bm7b5 E7 | A7 A7 D7 | GM7 |",2,major,D,78.9,62,IV bVII7 IV IV V/II ii viiø viiø bvii viø viø V/V V7 V7 V/IV IV IV bVII7 IV IV V/II ii viiø viiø bvii viø viø V/V V7 V7 V/IV IV bVII7 IV bVII7 IV bVII7 IV IV ii V7 IV V7 I7 bVII7 V/IV IV bVII7 IV IV V/II ii viiø viiø bvii viø viø V/V V7 V7 V/IV IV
And What If IDon't?,Herbie Hancock,C,4 4,32,"Eb7 Bb7 | Eb7 | Cm7 | Cm7 |
Eb7 | Ab7 | Fm7 | Fm7/Bb |
Eb7 Bb7 | Eb7 | Cm7 | Cm7 |
Eb7 | Ab7 | Fm7 Bb7 | Eb7 |
G7 | G7 | C7 | C7 |
F7 | F7 | Bb7 | Bb7 |
Eb7 Bb7 | Eb7 | Cm7 | Cm7 |
Eb7 | Ab7 | Fm7 Bb7 | Eb7 |",8,major,Ab,48.399999999999984,37,V7 V/V V7 iii iii V7 I7 vi vi V7 V/V V7 iii iii V7 I7 vi V/V V7 VII7 V/III III7 V/VI VI7 V/II II7 V/V V7 V/V V7 iii iii V7 I7 vi V/V V7
The Green Leaves of Summer,Dimitri Tiomkin,G,6 8,32,"Em | B7 | Em | D7 |
G | Am | F#7 | B7 |
E7 | Am | D7 | G |
Em | Am6 | C7 | B7 |
Em | B7 | Em | D7 |
G | Am | F#7 | B7 |
E7 | Am | D7 | G |
Em | Am6 | Em Em Em Am6 Am6 B7 | Em |",4,minor,Em,60.699999999999996,37,i V7 i V/III III iv V/V V7 V/IV iv V/III III i iv Vsub/V V7 i V7 i V/III III iv V/V V7 V/IV iv V/III III i iv i i i iv iv V7 i
Autumn Nocturne,Josef Myrow,C,4 4,34,"CM7 A7b9 | Dm7 Dm7 G9sus4 G#o7 | F/A Am7/G | F#m7b5 Fm6 |
Em7 Ebo7 | Dm7 G7#5 | E7#5 E7 A7b9 A7b9 | D9 G7#5b9 |
CM7 CM7 A9sus4 A7b9 | Dm7 Dm7 Bm7b5 E7#5b9 | Am7 Am7/G | F#m7b5 Fm6 |
Em7 Ebo7 | Em7b5 A7#5b9 | D9 G7#5b9 | C6 C6 F#m7b5 B7b9 |
EM7 F9#11 | EM7 F9#11 | EM7 F9#11 | F#m7 F#m7 Am7 D7b9 |
GM9 Ab9#11 | GM9 Ab9#11 | GM9 GM9 A7b9 D7b9 | Dm9 Dm9 G7#5 G13 |
CM7 CM7 A9sus4 A7b9 | Dm7 Dm7 Bm7 E7#5b9 | Am7 Am7/G | F#m7b5 Fm6 |
Em7 Em7 A7#5b9 A7b9 | D9 G7#5b9 | CM9 Db9 | Dm9 Db9 |
CM9 Db9#11 | CM9 |",0,major,C,94.49999999999999,89,I V/II ii ii V7 bvio IV vi #ivø iv iii biiio ii V7 III7 V/VI VI7 V/II V/V V7 I I VI7 V/II ii ii viiø V/VI vi vi #ivø iv iii biiio iiiø V/II V/V V7 I I #ivø V/III III Vsub/III III Vsub/III III IV7 #iv #iv vi V/V V Vsub/V V Vsub/V V V V/II II7 ii ii V7 V7 I I VI7 V/II ii ii vii V/VI vi vi #ivø iv iii iii VI7 V/II V/V V7 I bII7 ii bII7 I bII7 I
Blame It On My Youth,Oscar Levant,Eb,4 4,32,"EbM7 EbM7 Fm7 Bb7 | EbM7 Gbo7 | Fm7 C7b9 | Fm7 Bb7 |
Fm7 C7alt | Fm7 Bb7 | EbM7 EbM7 Fm7 Bb7 | Bbm7 Eb7 |
AbM7 AbM7 Fm7 Bb7 | EbM7 Cm7 | Fm7 Bb7 | EbM7 |
Dm7b5 G7alt | Cm7 | F7 | Fm7/Bb BbM7 |
EbM7 EbM7 Fm7 Bb7 | EbM7 Gbo7 | Fm7 C7b9 | Fm7 Bb7 |
Fm7 C7alt | Fm7 Bb7 | EbM7 EbM7 Fm7 Bb7 | Bbm7 Eb7 |
AbM7 AbM7 Fm7 Bb7 | Gm7b5 C7b9 | Fm7 | G7+ C7b9 |
Fm7 C7alt | Fm7 Bb7 | EbM7 | Fm7 Bb7 |",3,major,Eb,112.40000000000003,71,I I ii V7 I biiio ii V/II ii V7 ii V/II ii V7 I I ii V7 v V/IV IV IV ii V7 I vi ii V7 I viiø V/VI vi II7 ii V I I ii V7 I biiio ii V/II ii V7 ii V/II ii V7 I I ii V7 v V/IV IV IV ii V7 iiiø V/II ii V/VI V/II ii V/II ii V7 I ii V7
"Day By Day (from ""Godspell""",Stephen Schwartz,C,4 4,16,"FM7 | Gm7/F | FM7 | Gm7/F |
BbM7 | Am7 | GM7 | GM7 |
Em | A | Em | A |
Dm | G | CM7 | CM7 |",0,major,C,18.800000000000004,16,IV v IV v bVII vi V V iii VI iii VI ii V I I
Fascination,Fermo Dante Marchetti,C,3 4,32,"CM7 | CM7 | CM7 | CM7 |
CM7 | Ebo7 | Dm7 | G7 |
Dm7 | Dm7 | Dm7 | Dm7 |
Dm7 | Dm7 | Ab7 | G7 |
CM7 | CM7 | CM7 | CM7 |
CM7 | Ebo7 | Dm7 | G7 |
Dm7 | Dm7 | G7 | G7 |
Dm7 | G7 | CM7 | Dm7/G |",0,major,C,58.3,32,I I I I I biiio ii V7 ii ii ii ii ii ii Vsub/V V7 I I I I I biiio ii V7 ii ii V7 V7 ii V7 I ii
Eye of the Hurricane,Herbie Hancock,C,4 4,12,"Fm7 | Fm7 | Fm7 | Fm7 F7#9 |
Bbm7 | Bbm7 | Fm7 | Fm7 |
Db7 | C7#5#9 | Fm7 | Gm7b5 C7#5#9 |",5,minor,Fm,24.799999999999997,14,i i i i V/IV iv iv i i Vsub/V V7 i iiø V7
Evidence,Thelonious Monk,Eb,4 4,32,"EbM7 | Gm7 C7b9#11 | Fm7 | Fm7 Bb7b9#11 |
A7 | Abm7 C#7 | Fm7 | F7#9#11 |
EbM7 | Gm7 C7b9#11 | Fm7 | Fm7 Bb7b9#11 |
A7 | Abm7 C#7 | Fm7 | F7#9#11 |
Bbm7 | Eb7#11 | AbM9 | C#7 |
Cm7 | G7b5 | F13#11 | Bb7b9#11 |
EbM7 | Gm7 C7b9#11 | Fm7 | Fm7 Bb7b9#11 |
A7 | Abm7 C#7 | Fm7 | F7#9#11 |",3,major,Eb,49.29999999999999,41,I iii V/II ii ii V7 Vsub/IV iv bVII7 ii II7 I iii V/II ii ii V7 Vsub/IV iv bVII7 ii V/V v V/IV IV Vsub/VI vi III7 V/V V7 I iii V/II ii ii V7 Vsub/IV iv bVII7 ii II7
Comin' Home Baby,Earl Hagan,Bb,4 4,12,"Gm | Gm | Gm | Gm |
Cm | Cm | Gm | Gm |
Bb7 | A7 Ab7 | Gm | Gm |",3,major,Eb,22.7,13,iii iii iii iii vi vi iii iii V7 Vsub/IV Vsub/III iii iii
A Good Man Is Hard To Find,Eddie Green,C,4 4,22,"A7 | A7 | D7 | D7 |
G7 | G7 | CM6 | CM6 G7 C6 C6 |
A7 | A7 | D7 | D7 G7 |
CM7 Ebo7 | Dm7 G7 | CM6 | CM6 |
CM6 | Am7 | D7 | Dm7 G7 |
CM6 | CM6 |",0,major,C,41.599999999999994,29,VI7 V/II II7 V/V V7 V7 I I V7 I I VI7 V/II II7 V/V V7 I biiio ii V7 I I I vi II7 ii V7 I I
Everything I Have Is Yours,Burton Lane and Harold Adamson,C,4 4,32,"CM7 | Ab7 | Dm7 | G7 |
CM7 | Ab7 | Dm7 | Bm7b5 E7alt |
Am7 | Bb7#11 | CM7 | F#m7b5 B7alt |
Em7 | A7 | Am7 D7 | Dm7 G7 |
CM7 | Ab7 | Dm7 | G7 |
CM7 | Gm7 C7 | FM7 | Bm7b5 E7alt |
Am7 | Bb7#11 | CM7 | D7 |
CM7 | Ab7 | Dm7 G7 | CM7 G7 |",0,major,C,54.999999999999986,40,I bVI7 ii V7 I bVI7 ii viiø V/VI vi bVII7 I #ivø V/III iii VI7 vi II7 ii V7 I bVI7 ii V7 I v V/IV IV viiø V/VI vi bVII7 I II7 I bVI7 ii V7 I V7
Byrd Like,Freddie Hubbard,F,4 4,24,"Am7b5 D7#9 | Am7b5 D7#9 | Am7b5 D7#9 | Am7b5 D7#9 |
Gm7b5 C7#9 | Gm7b5 C7#9 | Gm7b5 C7#9 | Gm7b5 Gm7b5 C7#9 F |
NC | NC | NC | NC |
F7 | Bb7 | F7 | F7 A7 |
Bb7 | Bb7 | Am7 D7 | Abm7 Db7 |
Gm7 Db9 | C7 | F7 D7 | Gm7 C7 |",7,minor,Gm,32.79999999999998,36,iiø V7 iiø V7 iiø V7 iiø V7 iø IV7 iø IV7 iø IV7 iø iø IV7 bVII V/III III7 bVII7 bVII7 II7 III7 Vsub/II ii V7 bii #IV7 i Vsub/IV IV7 bVII7 V7 i IV7
An Oscar For Treadwell,Charlie Parker,C,4 4,32,"CM7 | Dm7 FM7/G | Em7 Am7 | Dm7 G9 |
CM7 C7b9 | FM7 Bb7 | Em7 A7b9 | Dm7 G7 |
CM7 | Dm7 FM7/G | Em7 Am7 | Dm7 G9 |
CM7 C7b9 | FM7 Bb7 | CM7 A7#5b9 | Dm7 CM6 |
E7 | E7 | A7 | A7 |
D7 | Am7 D7 | Dm7 | G7 G7b9 |
CM7 | Dm7 FM7/G | Em7 Am7 | Dm7 G9 |
CM7 C7b9 | FM7 Bb7 | CM7 A7#5b9 | Dm7 F6/G |",0,major,C,85.69999999999999,55,I ii IV iii vi ii V7 I V/IV IV bVII7 iii V/II ii V7 I ii IV iii vi ii V7 I V/IV IV bVII7 I V/II ii I III7 V/VI VI7 V/II II7 vi II7 ii V7 V7 I ii IV iii vi ii V7 I V/IV IV bVII7 I V/II ii IV
Ballin The Jack,Chris Smith,C,4 4,16,"G7 | G7 | C7 | C7 |
F7 | F7 | Bb D7 | Eb7 D7 |
G7 | G7 | C7 | C7 |
Gb7 | Bb/F G7 | Cm7 | F7 Bb |",10,major,Bb,20.6,20,VI7 V/II II7 V/V V7 V7 I III7 Vsub/III V/VI VI7 V/II II7 II7 bVI7 I V/II ii V7 I
"Another Op'nin', Another Show",Cole Porter,Eb,4 4,68,"Eb | Eb | Eb | Eb Eb Eb Bb |
Eb6 | Eb6 | Eb6 | Eb6 Eb6 Eb6 Bb7 |
Eb | Eb | Bbo7 Bbo7 Bbo7 Bb7 | Bb7 |
Eb Eb Eb C7b9 | C7b9 Abm6 | Bb7 | Eb Bb7 |
Eb | Eb | Eb | Eb Eb Eb Bb |
Eb6 | Eb6 | Eb6 | Eb6 Eb6 Eb6 Bb7 |
Eb | Eb | Bbo7 Bbo7 Bbo7 Bb7 | Bb7 |
Eb Eb Eb C7b9 | C7b9 Abm6 | Bb7 | Eb D7 |
Gm | Gm | D7 C Fm D7 | D7 |
Gm | Gm | Eb7 Gm Eb7 D7 | D7 |
Gm | Gm | C9 Bb Cm6 F | F F F F7 |
Bb BbM7 | Bb7 Gm7 | C7 F7+ F7+ Bb | Bb Bb7 |
Eb | Eb | Eb | Eb Eb Eb Bb |
Eb6 | Eb6 | Eb6 | Eb6 Eb6 Eb6 Bb7 |
Eb | Eb | Bbo7 Bbo7 Bbo7 Bb7 | Bb7 |
Eb Eb Eb C7b9 | C7b9 | F7 | Fm7 Fm7 Fm7 Bb9 |
Bb9 Cm7 | BM7 Eb | Bb7 Bb7b9 | Eb |",3,major,Eb,193.1000000000002,132,I I I I I I V I I I I I I V7 I I vo vo vo V7 V7 I I I VI7 VI7 iv V7 I V7 I I I I I I V I I I I I I V7 I I vo vo vo V7 V7 I I I VI7 VI7 iv V7 I V/III iii iii VII7 VI ii VII7 V/III iii iii I7 iii Vsub/VII VII7 V/III iii iii VI7 V vi II II II II V/V V V V7 iii V/II II7 V/V V V V7 I I I I I I V I I I I I I V7 I I vo vo vo V7 V7 I I I VI7 V/II II7 ii ii ii V7 V7 vi bVI I V7 V7 I
Always,Irving Berlin,F,3 4,32,"F | F | F | F |
C7 | C7 | F | F |
F | F F F7 | A/E | A/E |
E7 | E7 | A | C7 |
F | F | F7 | F7 E7 Eb7 |
D7 | D7 | Gm | Gm |
Bb6 | Gm7b5 | F | G9 |
C7 | C7 | F | C7 |",5,major,F,49.499999999999986,36,I I I I V7 V7 I I I I I I7 III III VII7 V/III III V7 I I I7 Vsub/VII VII7 Vsub/VI VI7 V/II ii ii IV iiø I V/V V7 V7 I V7
Dancing In The Dark,Arthur Schwartz,C,4 4,32,"Eb | Eb | Gbo | Gbo |
Fm7 | Fm7 | Fm7b5 | Fm7b5 Bb7 |
Eb | Ebm | Gm7b5 | C7 |
Fm7b5 | E7 | E7 B7 | Bb7 |
Eb | Eb | Gbo | Gbo |
Fm7 | Fm7 | Fm7b5 | Fm7b5 Bb7 |
Eb | Ebm | Dbm | Do |
Eb | Abm | Eb | Eb |",3,major,Eb,37.9,35,I I biiio biiio ii ii iiø iiø V7 I i iiiø V/II iiø bII7 bII7 Vsub/V V7 I I biiio biiio ii ii iiø iiø V7 I i bvii viio I iv I I
Far From the Home I Love,Jerry Bock,Eb,4 4,45,"Cm | Eb | Ab Db | G7b5 |
Cm | Eb | Ab6 G7 | C |
CM7 | Em7 | Dm7 | G7 G7#5b9 |
CM7 | Em7 | Dm7 G7 | C |
Dm7 G7 | CM7 CM7 CM7 C6 | Dm7 | Em7 |
FM7 Em7 | Dm7 CM7 | Dm7 Em7 | FM7 G7 |
Cm | Eb | Ab Db | G7b5 |
Cm | Eb | Fm6 G7 | C |
CM7 | Em7 | Dm7 | G7 |
Cm | Eb | Ab6 G7 | Cm Eb7 |
Fm6 G | Cm | Eb | Ab Db |
G7b5 |",0,major,C,80.30000000000003,63,i bIII bVI bII V7 i bIII bVI V7 I I iii ii V7 V7 I iii ii V7 I ii V7 I I I I ii iii IV iii ii I ii iii IV V7 i bIII bVI bII V7 i bIII iv V7 I I iii ii V7 i bIII bVI V7 i bIII7 iv V i bIII bVI bII V7
Ain't That A Kick In the Head,Jimmy Van Heusen,Eb,4 4,32,"EbM7 | EbM7 | EbM7 | EbM7 |
Eb6 | Eb6 Eo7 | Fm7 | Bb7 |
Fm7 | Bb7 | Fm7 | Bb7 |
Bb7 | Bb7 Bb7+ | EbM7 | EbM7 |
G7 | G7 | Cm7 | Cm7 |
F7 | F7 | Fm7 | Bb7b9 |
EbM7 | EbM7 | C7 | C7 |
Fm7 | Bb7sus4 | Eb6 | Fm7 Bb7 |",3,major,Eb,58.39999999999999,35,I I I I I I biio ii V7 ii V7 ii V7 V7 V7 V7 I I III7 V/VI vi vi II7 II7 ii V7 I I VI7 V/II ii V7 I ii V7
Greensleeves,(adapted by John Coltrane),F,3 4,22,"Dm | G/D | CM9 | Am |
BbM7 | Bb6 | A7 | A7 |
Dm | G/D | CM9 | Am |
BbM7 | A7 | Dm11 | Em7b5 |
Dm11 | Eb13 | Dm11 | Eb13 |
Dm11 | Eb13 |",2,minor,Dm,28.500000000000004,22,i IV bVII v VI VI V7 V7 i IV bVII v VI V7 i iiø i bII7 i bII7 i bII7
Blues On The Corner,McCoy Tyner,C,4 4,12,"Bb7 | Eb7 Eo7 | Bb7 Bb7sus4 Ab7sus4 | F#7sus4 E7sus4 D7sus4 |
Eb7 | Bb7#5#9 | Bb7 Eb7sus4 | D7alt G7alt |
Cm7 | F7sus4 | Bb7 G7#5#9 | C7alt F7alt |",3,major,Eb,19.0,21,V7 I7 biio V7 V7 IV7 bIII7 bII7 VII7 I7 V7 V7 Vsub/VII V/III V/VI vi V/V V7 V/VI V/II II7
Be My Love,Nicholas Brodszky,C,4 4,36,"Db/C Db/C Db/C CM7 | CM7 | Bm7b5 | E7b9 |
Am7 | F#m7b5 | B7b9 | E7 |
A7b9 Dm7 | Dm7 | Ebo7 Em7 | Em7 |
Am7 | D7 | Dm7 | G7 |
Db/C Db/C Db/C CM7 | CM7 | Bm7b5 | E7b9 |
Am7 | F#m7b5 | B7b9 | E7 |
A7b9 Dm7 | Dm7 | Ebo7 Em7 | Am7 |
Dm7 | G7 | Bb9 | A7 |
Dm7 | G7 | C69 | C69 |",0,major,C,54.29999999999999,46,bII bII bII I I viiø V/VI vi #ivø V/III V/VI V/II ii ii biiio iii iii vi II7 ii V7 bII bII bII I I viiø V/VI vi #ivø V/III V/VI V/II ii ii biiio iii vi ii V7 Vsub/VI V/II ii V7 I I
Criss Cross,Thelonious Monk,C,4 4,24,"Gm | Gm | Gb7#9 | Gb7#9 Bb13#11 Bb13#11 Bb13#11 |
Dm | G7 G7b5 | Gb13 | Gb13 |
Cm7 | F7 | Bb | Cm7 |
F7 | Bb | Gb7 | Gb7 |
Gm | Gm | Gb7#9 | Gb7#9 Bb13#11 Bb13#11 Bb13#11 |
Dm | G7 G7b5 | Gb13 | Gb13 |",3,major,Eb,32.2,32,iii iii bIII7 bIII7 V7 V7 V7 vii III7 III7 bIII7 bIII7 vi V/V V vi V/V V bIII7 bIII7 iii iii bIII7 bIII7 V7 V7 V7 vii III7 III7 bIII7 bIII7
Arrivederci Roma,Renato Rascel,G,4 4,32,"G | Cm | G | G |
G | B7 | C E7 | Am D7 |
D7 | D7 | D7 | D7 |
D7 | D7 | G | G G G D7 |
G | Cm | G | G |
G | B7 | C E7 | Am D7 |
D7 | D7 | D7 | D7 |
D7 | D7 | G | G |",7,major,G,68.4,39,I iv I I I III7 IV V/II ii V7 V7 V7 V7 V7 V7 V7 I I I I V7 I iv I I I III7 IV V/II ii V7 V7 V7 V7 V7 V7 V7 I I
Don't Shoot The Messenger,John Scofield,Ab,4 4,32,"Fm7 | D7#9 | Db69 | GbM7b5 |
Fm7 | D7#9 | Db69 | GbM7b5 |
EM7b5 | EM7b5 | Fm7 | D7#9 |
Db69 | GbM7b5 | Fm7 | D7#9 |
Db69 | GbM7b5 | EM7b5 | EM7b5 |
Cm7 Am7b5 | D7#9 G7#5b9 | Cm7 | Cm7 Gb13 |
Fm7 | D7#9 | Db69 | GbM7b5 |
Fm7 | GbM7b5 | Fm7 | GbM7b5 |",1,major,Db,43.5,35,iii bII7 I IV iii bII7 I IV bIII bIII iii bII7 I IV iii bII7 I IV bIII bIII vii bviø bII7 V/VII vii vii Vsub/III iii bII7 I IV iii IV iii IV
Everything I've Got Belongs To You,Richard Rodgers,C,4 4,56,"Eb | Eb | Eb | Eb |
Ebm | Ebm | Ebm | Ebm |
F7 | F7 | Bb | Bb7 |
Eb | Bb7 | Eb | Bb7 |
Eb | Eb | Eb | Eb |
Ebm | Ebm | Ebm | Ebm |
F7 | F7 | Bb | Bb7 |
Eb | Bb7 | Eb | Eb |
B | F#7 | B | F#7 B |
Eb | D7 | Gm | Bb7 |
Eb | Eb | Eb | Eb |
Ebm | Ebm | Ebm | Ebm |
F7 | F7 | Bb | Bb |
Eb | Bb7 | Eb | Eb |",10,major,Bb,72.59999999999998,57,IV IV IV IV iv iv iv iv V7 V7 I V/IV IV V/IV IV V/IV IV IV IV IV iv iv iv iv V7 V7 I V/IV IV V/IV IV IV bII bVI7 bII bVI7 bII IV V/VI vi V/IV IV IV IV IV iv iv iv iv V7 V7 I I IV V/IV IV IV
Bijou,Ralph Burns,C,4 4,32,"CM7 | Dm7 G7 | CM7 | Dm7 G7 |
CM7 | Dm7 G7 | CM7 | G7 C6 |
CM7 | Dm7 G7 | CM7 | Dm7 G7 |
CM7 | Dm7 G7 | CM7 | G7 C6 |
Fm7 | Fm7 | Cm6 | Cm6 |
Ab7#11 | Ab7#11 | G7#9 | G7#9 |
CM7 | Dm7 G7 | CM7 | Dm7 G7 |
CM7 | Dm7 G7 | CM7 | G7 C6 |",0,major,C,79.69999999999999,44,I ii V7 I ii V7 I ii V7 I V7 I I ii V7 I ii V7 I ii V7 I V7 I iv iv i i bVI7 Vsub/V V7 V7 I ii V7 I ii V7 I ii V7 I V7 I
Avalon,Al Jolson and B.G. DeSylva,F,4 4,32,"Gm7 | Gm7 | C7 | C7 |
FM7 | Bb7 | Am7 | D7 |
C7 | C7 | Gm7 | C7 |
FM7 | FM7 C7 | FM7 | FM7 |
Am7b5 | Am7b5 | D7 | D7alt |
Gm | Gm | Bbm7 | Bbm7 Eb7 |
FM7 | Bb7 | Am7 | D7 |
Gm7 | C7 | F | Am7b5 D7alt |",5,major,F,49.09999999999999,35,ii ii V7 V7 I Vsub/III iii VI7 V7 V7 ii V7 I I V7 I I iiiø iiiø VI7 V/II ii ii iv iv bVII7 I Vsub/III iii V/II ii V7 I iiiø VI7
Angela,Tom Harrell,C,4 4,42,"Fm7 Gbm7 | Abm7 Am7 | Bbm7 Bm7 | Abm7 Gbm7 |
Fm7 | Fm7 Ebm7 | Fm7 | Fm7 |
Fm7 Gbm7 | Abm7 Am7 | Bbm7 Bm7 | Abm7 Gbm7 |
Fm7 | Fm7 Ebm7 | Fm7 | Fm7 |
Abm7 Db7b9 | F#m7 B7b9 | EM7 Bb7b9 | AM7 Am7/D |
EM7 Bb7b9 | AM7 Am7/D | DbM7 G7b9 | GbM7 F7alt |
DbM7 G7b9 | GbM7 F7alt | Bbm7 A7+ | Ebm7/Ab G7#11 |
GbM7 G7#11 | Ebm7/Ab A7+ | Bbm7 A7 | Ebm7/Ab G7#11 |
GbM7 F7+ | Eb7 | E/D | E/D D/C |
E/D | E/D D/C | Db/B | Db/B B/A |
Db/B | Db/B |",1,major,Db,67.49999999999996,72,iii iv v bvi vi bvii v iv iii iii ii iii iii iii iv v bvi vi bvii v iv iii iii ii iii iii v V/IV iv bVII7 bIII VI7 bVI bvi bIII VI7 bVI bvi I Vsub/IV IV III7 I Vsub/IV IV V/VI vi bVI7 ii Vsub/IV IV #IV7 ii bVI7 vi bVI7 ii Vsub/IV IV III7 II7 bIII bIII bII bIII bIII bII I I bVII I I
Falling In Love With Love,Richard Rodgers,C,4 4,32,"BbM7 | Dm7 G7 | Cm7 | F7 |
Cm7 | F7 | BbM7 | Cm7 F7 |
BbM7 | BbM7 | Am7b5 | D7alt |
Gm7 | C7 | Cm7 | F7 |
BbM7 | Dm7 G7 | Cm7 | F7 |
Cm7 | F7 | BbM7 | Cm7 F7 |
BbM7 | EbM7 | Ab7#11 | G7alt |
Cm7 G7b9 | Cm7 F7 | BbM7 | Cm7 F7 |",10,major,Bb,66.69999999999999,39,I iii V/II ii V7 ii V7 I ii V7 I I viiø V/VI vi II7 ii V7 I iii V/II ii V7 ii V7 I ii V7 I IV Vsub/VI V/II ii V/II ii V7 I ii V7
Better Git It In Your Soul,Charles Mingus,F,3 4,76,"F6 | F6 | Bb7 | C9sus4 |
F6 | F6 | Bb7 | Bb7 |
F6 | F6 | Bb7 | C9sus4 |
Bb/F | Bb/F | Bb/F | Bb/F |
F7#9 | Bb9 | F7#9 | Bb9 |
F6 | F6 | Bb7 | C9sus4 |
F6 | F6 | Bb7 | Bb7 |
F6 | F6 | Bb7 | C9sus4 |
Bb/F | Bb/F | Bb/F | Bb/F |
F7#9 | Bb9 | F7#9 | F7#9 |
Bb | Bb7 | F | F |
Bb | Bb7 | F | F |
Bb | Bb7 | F | F7 |
G7 | G7 | C7 | C7 |
F6 | F6 | Bb7 | C9sus4 |
F6 | F6 | Bb7 | Bb7 |
F6 | F6 | Bb7 | C9sus4 |
Bb/F | Bb/F | Bb/F | Bb/F |
F7#9 | Bb9 | F7#9 | F7#9 |",5,major,F,104.00000000000006,76,I I IV7 V7 I I IV7 IV7 I I IV7 V7 IV IV IV IV V/IV IV7 V/IV IV7 I I IV7 V7 I I IV7 IV7 I I IV7 V7 IV IV IV IV V/IV IV7 I7 V/IV IV IV7 I I IV IV7 I I IV IV7 I I7 II7 V/V V7 V7 I I IV7 V7 I I IV7 IV7 I I IV7 V7 IV IV IV IV V/IV IV7 I7 I7
Feeling Good,Anthony Newley and Leslie Bricusse,F,4 4,41,"Dm7 G7 | Dm7 G7 | Dm7 G7 | FM7 A7 |
Dm7 BbM7 | Dm7 G7 | Dm7 BbM7 | FM7 BbM7 |
G7 Gm7 | Dm7 G7 | Dm7 G7 | Dm7 G7 |
Dm7 G7 | Dm7 G7 | FM7 A7 | Dm7 BbM7 |
Dm7 G7 | Dm7 BbM7 | FM7 BbM7 | G7 Gm7 |
Dm7 G7 | Dm7 G7 | Dm7 FM7 | BbM7 A7 |
Dm7 | Am7 BbM7 | F6 Dm7 | BbM7 G7 |
Dm7 G7 | Dm7 G7 | Dm7 G7 | Dm7 G7 |
Dm7 G7 | FM7 A7 | Dm7 BbM7 | Dm7 G7 |
Dm7 BbM7 | FM7 BbM7 | G7 Gm7 | Dm7 G7 |
Dm7 G7 |",0,major,C,126.80000000000001,81,ii V7 ii V7 ii V7 IV V/II ii bVII ii V7 ii bVII IV bVII V7 v ii V7 ii V7 ii V7 ii V7 ii V7 IV V/II ii bVII ii V7 ii bVII IV bVII V7 v ii V7 ii V7 ii IV bVII V/II ii vi bVII IV ii bVII V7 ii V7 ii V7 ii V7 ii V7 ii V7 IV V/II ii bVII ii V7 ii bVII IV bVII V7 v ii V7 ii V7
Alfie's Theme,Sonny Rollins,Db,4 4,32,"Bbm Bbm/Ab | Gm7b5 Gb7 | Bbm/F Gm7b5 | Cm7b5 F7#9 |
Bbm Bbm/Ab | Gm7b5 Gb7 | Bbm/F Gm7b5 | Cm7b5 F7#9 Bbm Bbm |
Bbm Bbm/Ab | Gm7b5 Gb7 | Bbm/F Gm7b5 | Cm7b5 F7#9 |
Bbm Bbm/Ab | Gm7b5 Gb7 | Bbm/F Gm7b5 | Cm7b5 F7#9 Bbm Bbm |
Bbm Ab7 | Gb7 F7#5b9 | Bbm Ab7 | Gb7 F7#5b9 |
Bbm Ab7 | Gb7 F7#5b9 | Bbm Ab7 | Gb7 F7#5b9 |
Bbm Bbm/Ab | Gm7b5 Gb7 | Bbm/F Gm7b5 | Cm7b5 F7#9 |
Bbm Bbm/Ab | Gm7b5 Gb7 | Bbm/F Gm7b5 | Cm7b5 F7#9 Bbm Bbm |",10,minor,Bbm,93.2,70,i i natviø VI7 i natviø iiø V7 i i natviø VI7 i natviø iiø V7 i i i i natviø VI7 i natviø iiø V7 i i natviø VI7 i natviø iiø V7 i i i bVII7 Vsub/V V7 i bVII7 Vsub/V V7 i bVII7 Vsub/V V7 i bVII7 Vsub/V V7 i i natviø VI7 i natviø iiø V7 i i natviø VI7 i natviø iiø V7 i i
